ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
17272	0.154	0.0004067	-6.1715187	0.49951	-1.20370657	UBE2T	ubiquitin conjugating enzyme E2 T
17535	0.154	0.0004146	-6.1522617	0.48318	-1.11796588	FANCD2	Fanconi anemia complementation group D2
19192	0.154	0.0004161	-6.1487416	0.48019	-1.24261422	NCAPG2	non-SMC condensin II complex subunit G2
28741	0.154	0.0004163	6.1481482	0.47968	1.02403165	HIST1H2BK	histone cluster 1, H2bk
34006	0.154	0.00042	6.1395144	0.47233	1.94202414	IFI27	interferon alpha inducible protein 27
42726	0.154	0.0004205	6.1383404	0.47133	1.73736768	IRF7	interferon regulatory factor 7
43109	0.154	0.000422	-6.1346878	0.46822	-1.34214993	RACGAP1	Rac GTPase activating protein 1
6098	0.154	0.0004297	-6.1168114	0.45296	-1.23077189	CENPE	centromere protein E
42567	0.154	0.0004349	-6.1047851	0.44266	-1.37317908	DIAPH3	diaphanous related formin 3
19559	0.154	0.0004375	-6.0989129	0.43763	-0.68135077		
10606	0.154	0.0004402	-6.0929315	0.4325	-1.26054794	CENPE	centromere protein E
40375	0.154	0.0004508	-6.0693289	0.41219	-1.37479506	RACGAP1	Rac GTPase activating protein 1
38933	0.154	0.0004513	6.0682464	0.41125	1.49331567	PARP14	poly(ADP-ribose) polymerase family member 14
36112	0.154	0.0004515	6.0677945	0.41086	1.97904276	IFI27	interferon alpha inducible protein 27
13789	0.154	0.0004528	-6.064922	0.40839	-1.52558252	PRC1	protein regulator of cytokinesis 1
35495	0.154	0.0004541	-6.0622384	0.40607	-1.90842014	ASPM	abnormal spindle microtubule assembly
27189	0.154	0.0004579	6.0539991	0.39895	2.61588234	OAS2	2'-5'-oligoadenylate synthetase 2
22631	0.158	0.0004735	-6.0210419	0.37037	-1.66172536	OIP5	Opa interacting protein 5
30389	0.158	0.0004772	6.0134776	0.36379	2.31612979	NRIR///CMPK2	negative regulator of interferon response (non-protein coding)///cytidine/uridine monophosphate kinase 2
6487	0.158	0.0004809	-6.0058873	0.35717	-0.96112139	DIAPH3	diaphanous related formin 3
3771	0.159	0.0004867	5.9940847	0.34687	1.97518575	IFI27	interferon alpha inducible protein 27
23452	0.159	0.0004921	5.9833916	0.33752	1.36257327	IRF9	interferon regulatory factor 9
4122	0.159	0.0004939	5.9797333	0.33432	2.36542629	BATF2	basic leucine zipper ATF-like transcription factor 2
38108	0.159	0.000499	-5.9698046	0.32561	-1.63210554	HIST1H1A	histone cluster 1, H1a
2128	0.16	0.0005088	-5.9508283	0.30893	-1.53527003	NEK2	NIMA related kinase 2
25357	0.16	0.0005094	5.9496679	0.30791	1.85276651	IFI27	interferon alpha inducible protein 27
38651	0.16	0.0005134	5.9420596	0.3012	1.58112103	TNFRSF10B	TNF receptor superfamily member 10b
44240	0.16	0.0005153	-5.9385125	0.29807	-1.08738424	HN1	hematological and neurological expressed 1
5952	0.161	0.0005233	5.9235212	0.28483	1.78397797	IFI6	interferon alpha inducible protein 6
17053	0.167	0.000549	5.8771575	0.24364	1.1958998	IFI35	interferon induced protein 35
39485	0.167	0.0005555	-5.8658834	0.23358	-0.97564833	ARHGAP11A	Rho GTPase activating protein 11A
42344	0.167	0.0005617	5.8553072	0.22412	2.14934392	STAT1	signal transducer and activator of transcription 1
39470	0.167	0.0005659	5.8480884	0.21765	1.97469506	IFI27	interferon alpha inducible protein 27
37262	0.167	0.0005674	5.8455802	0.2154	1.9236144	IFI27	interferon alpha inducible protein 27
4763	0.167	0.0005691	5.8427102	0.21282	1.98095018	STAT1	signal transducer and activator of transcription 1
17815	0.167	0.0005692	-5.8424985	0.21263	-1.08317202	HNRNPD	heterogeneous nuclear ribonucleoprotein D
19002	0.167	0.0005722	-5.8374905	0.20814	-1.49640454	SHCBP1	SHC binding and spindle associated 1
34950	0.168	0.0005833	-5.8189767	0.19148	-1.262351	KIF23	kinesin family member 23
35989	0.168	0.0005871	-5.8127561	0.18587	-0.84322963	GGH	gamma-glutamyl hydrolase
24587	0.168	0.0005883	5.8108098	0.18412	2.12942739	STAT1	signal transducer and activator of transcription 1
10813	0.168	0.000597	-5.7968963	0.17155	-1.66834103	KNL1	kinetochore scaffold 1
19950	0.168	0.0005996	-5.7927177	0.16776	-0.78513713	PRPF38A	pre-mRNA processing factor 38A
34561	0.168	0.000602	-5.7887981	0.16422	-0.83874388	HN1L	hematological and neurological expressed 1 like
9527	0.17	0.0006132	-5.771353	0.14839	-0.97505605	SMC4	structural maintenance of chromosomes 4
21266	0.171	0.0006232	-5.7558569	0.13429	-0.71097623	BCL2L12	BCL2 like 12
10550	0.171	0.0006244	5.7540896	0.13268	2.68365902	DTX3L	deltex E3 ubiquitin ligase 3L
13923	0.171	0.000626	5.7517319	0.13053	1.18821855	EPSTI1	epithelial stromal interaction 1 (breast)
28197	0.172	0.0006344	5.7389762	0.11888	3.54029003	IFIT3	interferon induced protein with tetratricopeptide repeats 3
35279	0.175	0.0006529	-5.7117944	0.09399	-0.83399971	KIAA1524	KIAA1524
33383	0.175	0.0006563	5.7068584	0.08945	0.91665363	SOCS2	suppressor of cytokine signaling 2
12069	0.175	0.0006611	5.699946	0.0831	0.88602213		
28156	0.175	0.0006648	-5.6947796	0.07834	-1.24381862	POC1A	POC1 centriolar protein A
10943	0.175	0.0006655	-5.6937977	0.07744	-0.64695667	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
16014	0.175	0.000672	-5.6845897	0.06895	-1.0288617		
32648	0.175	0.0006741	5.6817209	0.0663	1.91846842	IFI27	interferon alpha inducible protein 27
10725	0.178	0.0006891	5.6609509	0.04709	1.83135924	HIST1H1C	histone cluster 1, H1c
14532	0.178	0.0006974	5.6496764	0.03664	1.49578046	IFIT5	interferon induced protein with tetratricopeptide repeats 5
5930	0.178	0.0006986	5.6481324	0.03521	1.91452268	IFI27	interferon alpha inducible protein 27
38858	0.178	0.0007041	5.6407769	0.02837	1.79895868	PARP12	poly(ADP-ribose) polymerase family member 12
29771	0.178	0.0007082	5.6352644	0.02324	2.10763383	STAT1	signal transducer and activator of transcription 1
2819	0.178	0.0007125	5.6296497	0.01802	1.06391975	NAV3	neuron navigator 3
27519	0.178	0.0007176	5.6230192	0.01184	1.27352275		
6890	0.178	0.0007214	-5.6180853	0.00724	-1.41711924	CENPF	centromere protein F
1928	0.178	0.0007363	5.5989804	-0.01063	2.17243094	STAT1	signal transducer and activator of transcription 1
910	0.178	0.0007414	-5.5925425	-0.01666	-0.81128504		
5786	0.178	0.0007414	-5.5924813	-0.01672	-1.4084648	HMGN2	high mobility group nucleosomal binding domain 2
3527	0.178	0.0007419	5.5918405	-0.01732	0.69462954		
4610	0.178	0.0007475	5.5848308	-0.02389	2.1414006	STAT1	signal transducer and activator of transcription 1
25427	0.178	0.0007483	5.5838871	-0.02478	2.11361918	STAT1	signal transducer and activator of transcription 1
41558	0.178	0.0007506	5.580995	-0.02749	0.82378122	IFITM2	interferon induced transmembrane protein 2
20660	0.178	0.0007513	-5.5802259	-0.02822	-1.06883487	WHSC1	Wolf-Hirschhorn syndrome candidate 1
19571	0.178	0.0007537	5.5771433	-0.03111	0.84717735	IFITM3	interferon induced transmembrane protein 3
26416	0.178	0.0007572	-5.5728658	-0.03514	-0.87529535	NUDT1	nudix hydrolase 1
28985	0.178	0.0007625	5.5664601	-0.04117	1.4993859		
34815	0.179	0.0007706	-5.5565645	-0.05049	-1.05519356	SGO2	shugoshin 2
42045	0.18	0.0007819	-5.5431372	-0.06317	-0.72413599	LBR	lamin B receptor
25599	0.181	0.0007947	-5.5280732	-0.07744	-1.40967662	HMGN2	high mobility group nucleosomal binding domain 2
23971	0.181	0.0007983	-5.523913	-0.08138	-0.87807414	RAN	RAN, member RAS oncogene family
34437	0.181	0.0007989	5.5231965	-0.08206	0.98346338	TRIM14	tripartite motif containing 14
14160	0.181	0.0008007	-5.5210755	-0.08408	-0.84779687		
16095	0.181	0.000805	-5.5162169	-0.08869	-1.46289371	CDCA2	cell division cycle associated 2
32133	0.184	0.0008227	-5.4960919	-0.10784	-0.80718636	HMGB1	high mobility group box 1
16625	0.184	0.0008285	-5.4896557	-0.11398	-1.77205464	NDC80	NDC80, kinetochore complex component
37967	0.184	0.0008365	5.4808079	-0.12243	2.13088494	STAT1	signal transducer and activator of transcription 1
28581	0.184	0.0008372	5.4800658	-0.12314	0.81045501	BTG1	BTG anti-proliferation factor 1
43928	0.184	0.000838	-5.4792264	-0.12394	-1.15487267	CENPE	centromere protein E
31153	0.184	0.000843	-5.4737186	-0.12921	-1.02118134	SSX2IP	SSX family member 2 interacting protein
41656	0.184	0.0008506	-5.4655096	-0.13707	-1.05583935	KIF14	kinesin family member 14
30437	0.184	0.0008507	5.4653189	-0.13726	2.06098627	STAT1	signal transducer and activator of transcription 1
8305	0.184	0.0008579	-5.4576345	-0.14463	-0.83829549	FAM110A	family with sequence similarity 110 member A
39459	0.184	0.0008619	5.453318	-0.14877	1.94166117	IFI27	interferon alpha inducible protein 27
41554	0.185	0.0008728	5.4418548	-0.15979	0.70967765	CSDE1	cold shock domain containing E1
16508	0.185	0.0008787	-5.4357454	-0.16567	-1.11835786		
30232	0.185	0.0008797	-5.4346699	-0.16671	-1.77955148		
43771	0.189	0.0009006	5.4132594	-0.18738	2.17213811	STAT1	signal transducer and activator of transcription 1
19472	0.192	0.0009222	-5.3916324	-0.20833	-1.39334644	ANLN	anillin actin binding protein
10682	0.192	0.0009275	-5.3864304	-0.21338	-1.3382883	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
28786	0.192	0.0009381	5.3761302	-0.2234	2.97141648	IFIT2	interferon induced protein with tetratricopeptide repeats 2
30883	0.192	0.0009385	-5.3757239	-0.2238	-2.00769722	HMGB2	high mobility group box 2
26466	0.192	0.0009426	-5.3718027	-0.22761	-0.66593832	PARPBP	PARP1 binding protein
43279	0.192	0.0009442	-5.3702474	-0.22913	-1.37521719		
32526	0.192	0.0009527	-5.3620652	-0.23711	-1.27619517		
12	0.192	0.0009539	-5.360916	-0.23823	-1.17477913	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
810	0.192	0.0009547	5.3601824	-0.23894	3.46731596	IFIT2	interferon induced protein with tetratricopeptide repeats 2
23538	0.198	0.0009901	-5.3272495	-0.27118	-0.87151511	MYBL1	MYB proto-oncogene like 1
28999	0.198	0.0010013	-5.3171073	-0.28114	-1.22250448	EIF4E	eukaryotic translation initiation factor 4E
39421	0.198	0.0010037	-5.3149922	-0.28322	-0.87855612	SGO1	shugoshin 1
2531	0.198	0.0010058	5.3130529	-0.28513	1.94416985	EPSTI1	epithelial stromal interaction 1 (breast)
30254	0.198	0.0010125	-5.3071398	-0.29095	-0.6833479	HNRNPR	heterogeneous nuclear ribonucleoprotein R
15444	0.198	0.001015	5.3048845	-0.29317	1.18697194	CUL4B	cullin 4B
27653	0.198	0.0010242	5.2967904	-0.30115	0.92716979		
42277	0.198	0.0010244	5.296621	-0.30132	1.19767969	IL6	interleukin 6
36818	0.198	0.0010251	-5.2959927	-0.30194	-1.48348918	HMGB1	high mobility group box 1
1220	0.198	0.0010295	-5.292124	-0.30576	-1.18482862	CHTF18	chromosome transmission fidelity factor 18
42173	0.199	0.0010419	5.2813722	-0.31639	2.09869049	SP110	SP110 nuclear body protein
15613	0.2	0.0010499	5.2745319	-0.32316	0.9657901	WARS	tryptophanyl-tRNA synthetase
23721	0.201	0.0010587	5.2670718	-0.33055	0.98028393	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
2862	0.201	0.0010663	-5.2606298	-0.33694	-0.87402672	KNTC1	kinetochore associated 1
42752	0.201	0.0010703	5.2572783	-0.34027	0.85434952	FOSL2	FOS like 2, AP-1 transcription factor subunit
33179	0.201	0.0010727	-5.2553201	-0.34222	-0.95422657		
2604	0.201	0.0010784	-5.2505172	-0.34699	-0.95233702		
14074	0.204	0.0010996	-5.233163	-0.36428	-0.69702078	E2F8	E2F transcription factor 8
32524	0.206	0.001116	-5.2199399	-0.37748	-1.39186051	KIAA0101	KIAA0101
2659	0.206	0.0011193	-5.2173553	-0.38007	-1.37455909	TRAIP	TRAF interacting protein
20436	0.208	0.0011382	-5.202454	-0.39499	-0.98661461		
26257	0.209	0.0011452	-5.1969571	-0.4005	-0.82402423	C17orf53	chromosome 17 open reading frame 53
40645	0.211	0.0011621	5.1839999	-0.41352	2.38930231	RSAD2	radical S-adenosyl methionine domain containing 2
25020	0.213	0.0011859	-5.1660256	-0.43163	-1.00886905	FANCA	Fanconi anemia complementation group A
21752	0.213	0.0011866	-5.1654693	-0.43219	-1.2169031	NCAPD2	non-SMC condensin I complex subunit D2
25141	0.213	0.001194	-5.1599739	-0.43774	-0.69747365		
6413	0.213	0.0011942	5.1598335	-0.43788	0.90200138	APOL6	apolipoprotein L6
40430	0.216	0.0012141	-5.1452446	-0.45264	-1.25114724	RAD51	RAD51 recombinase
34694	0.217	0.0012262	-5.1365104	-0.46149	-0.66860672	DBF4B	DBF4 zinc finger B
30088	0.219	0.0012403	-5.1264231	-0.47173	-0.75428812	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
43187	0.221	0.001258	-5.1139479	-0.48441	-1.41801135	NEURL1B	neuralized E3 ubiquitin protein ligase 1B
35183	0.222	0.0012679	-5.1070964	-0.49139	-1.13801142	CENPU	centromere protein U
33268	0.223	0.0012791	-5.0993098	-0.49933	-1.43960626	NCAPG	non-SMC condensin I complex subunit G
497	0.224	0.001293	5.0898569	-0.50899	0.53769205	PGPEP1	pyroglutamyl-peptidase I
43056	0.224	0.0012949	-5.0885593	-0.51031	-0.5966017		
38019	0.224	0.0012997	-5.0853454	-0.5136	-0.96452717	CDC25C	cell division cycle 25C
30873	0.226	0.0013203	-5.0715763	-0.5277	-1.09407928	CHTF18	chromosome transmission fidelity factor 18
36335	0.228	0.0013406	-5.0582004	-0.54143	-0.91176973	DEPDC1	DEP domain containing 1
28018	0.228	0.0013429	5.0567278	-0.54294	2.20548511	DHX58	DEXH-box helicase 58
106	0.229	0.0013526	-5.0504441	-0.54941	-0.62308752	UBE2K	ubiquitin conjugating enzyme E2 K
12820	0.233	0.0013866	-5.0288098	-0.57171	-0.85662334	ITGB3BP	integrin subunit beta 3 binding protein
15819	0.233	0.0013868	5.0287062	-0.57181	1.92579999	STAT1	signal transducer and activator of transcription 1
12537	0.234	0.0013956	-5.0231935	-0.57751	-1.12146038	DDIAS	DNA damage induced apoptosis suppressor
23664	0.234	0.001402	-5.019228	-0.58161	-1.35406747	NAP1L1	nucleosome assembly protein 1 like 1
32936	0.235	0.0014151	-5.0111355	-0.58999	-0.86193862	INCENP	inner centromere protein
26645	0.238	0.0014359	-4.9984393	-0.60315	-0.74138533	PTMA	prothymosin, alpha
28683	0.239	0.0014472	-4.9916452	-0.61021	-1.78900135	CENPF	centromere protein F
18888	0.239	0.0014628	-4.9823584	-0.61987	-0.61198037	CCDC3	coiled-coil domain containing 3
4283	0.239	0.0014646	-4.9813007	-0.62097	-0.53916818	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
40843	0.239	0.0014756	-4.9748244	-0.62771	-1.05441956	RAD54L	RAD54-like (S. cerevisiae)
43319	0.239	0.0014781	-4.9733604	-0.62924	-0.57917056	NIPBL-AS1	NIPBL antisense RNA 1 (head to head)
6203	0.239	0.0014795	-4.9725888	-0.63004	-0.92377129	ZNF652	zinc finger protein 652
25983	0.239	0.0014831	-4.9704308	-0.63229	-0.83485596	CBX1	chromobox 1
14128	0.241	0.0015025	-4.9592572	-0.64396	-1.18270209	PKI55	DKFZp434H1419
38530	0.241	0.0015033	-4.9587611	-0.64448	-0.73867104	PTP4A2	protein tyrosine phosphatase type IVA, member 2
18473	0.241	0.001512	4.9538234	-0.64964	1.05904056	TRIM21	tripartite motif containing 21
32037	0.241	0.0015152	-4.9519607	-0.65159	-1.06791612		
14209	0.246	0.0015572	-4.9284422	-0.67624	-1.13847666	ARHGEF39	Rho guanine nucleotide exchange factor 39
2980	0.246	0.0015611	-4.9262824	-0.67851	-0.5243813		
24624	0.247	0.0015799	-4.9160236	-0.6893	-1.73641676	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
20537	0.247	0.00158	4.9159493	-0.68937	1.05336746	MYD88	myeloid differentiation primary response 88
41348	0.25	0.0016054	-4.902272	-0.70378	-0.7318296	FLVCR1	feline leukemia virus subgroup C cellular receptor 1
36306	0.252	0.0016228	-4.8930437	-0.71353	-0.77252713	GINS4	GINS complex subunit 4
20171	0.254	0.0016429	-4.8824909	-0.72469	-0.84499036	CBX1	chromobox 1
